dalid	eloadoid	cim	megjelenes
4113	1780	Iedereen Is Van De Wereld	1991
4114	1781	Hello Josephine	1965
4115	1782	Breakeven	2009
4116	1782	For The First Time	2010
4117	1782	If You Could See Me Now	2013
4118	1782	If You Ever Come Back	2011
4119	1782	No Good In Goodbye	2014
4120	1782	Nothing	2011
4121	1782	Six Degrees of Separation	2012
4122	1782	Superheroes	2014
4123	1782	The Man Who Can't Be Moved	2008
4124	1783	Hall Of Fame	2012
4125	1784	Goodbye My Love	1965
4126	1784	Needles And Pins	1964
4127	1784	Take It Or Leave It	1966
4128	1785	On My Radio	1980
4129	1786	36-24-36	1961
4130	1786	Apache	1960
4131	1786	Guitar Tango	1962
4132	1786	Theme From 'Deer Hunter'	1979
4133	1786	Wonderful Land	1962
4134	1787	Will You Still Love Me Tomorrow	1960
4135	1788	Tell Me Your Plans	1978
4136	1789	Na Na Na	1967
4137	1789	Osaka	1970
4138	1790	Comment Ca Va	1983
4139	1791	Sha La La I Need You	1969
4140	1792	How Soon Is Now?	1984
4141	1792	There Is A Light That Never Goes Out	1986
4142	1793	A message To You Rudy	1980
4143	1794	Gimme Some Lovin'	1966
4144	1794	I'm A Man	1967
4145	1794	Keep On Running	1966
4146	1794	Time Seller	1967
4147	1795	Working My Way Back To You	1980
4148	1796	Brother Louie	1973
4149	1797	Golden Brown	1982
4150	1797	No More Heroes	1978
4151	1798	Stop In The Name Of Love	1965
4152	1798	You Can't Hurry Love	1966
4153	1799	Action	1975
4154	1799	Blockbuster	1973
4155	1799	Fox On The Run	1975
4156	1799	Funny Funny	1971
4157	1799	Little Willy	1972
4158	1799	Love Is Like Oxygen	1978
4159	1799	Poppa Joe	1972
4160	1799	The Ballroom Blitz	1973
4161	1799	The Six Teens	1974
4162	1800	SWEET DISPOSITION	2010
4163	1801	My Girl	1964
4164	1801	Papa Was A Rollin' Stone	1972
4165	1802	Pain and Misery	2019
4166	1803	Uncertain Smile	1984
4167	1804	Listen To The Radio	1984
4168	1805	Wordy Rappinghood	1981
4169	1806	Disco Inferno	1977
4170	1806	Shout	1975
4171	1806	Zing Went The Strings Of My Heart	1975
4172	1807	Even The Bad Times Are Good	1967
4173	1807	Silence Is Golden	1967
4174	1808	Wild Thing	1966
4175	1808	With A Girl Like You	1966
4176	1809	Happy Together	1967
4177	1810	Walk Don't Run	1960
4178	1811	Bitter Sweet Symphony	1997
4179	1811	The drugs don't work	1997
4180	1812	No Regrets	1976
4181	1812	The Sun Ain't Gonna Shine Anymore	1966
4182	1813	There's No More Corn On The Brasos	1971
4183	1814	Pain	2017
4184	1814	Red Eyes	2013
4185	1814	Under The Pressure	2014
4186	1815	The Whole Of The Moon	1986
4187	1816	Can't Feel My Face	2015
4188	1817	I Feel It Coming	2016
4189	1818	Seven Nation Army	2003
4190	1819	A Legal Matter	1966
4191	1819	Baba O'Riley	1971
4192	1819	Behind Blue Eyes	1971
4193	1819	Happy Jack	1966
4194	1819	I'm A Boy	1966
4195	1819	My Generation	1965
4196	1819	Overture	1969
4197	1819	Pictures Of Lily	1967
4198	1819	Pinball Wizard	1969
4199	1819	See Me, Feel Me	1970
4200	1819	Substitute	1966
4201	1819	Who Are You	1978
4202	1819	Won't Get Fooled Again	1971
4203	1820	A Brand New Day	1978
4204	1821	For Your Love	1965
4205	1822	Time Of The Season	1969
4206	1823	Don't Leave Me This Way	1977
4207	1824	Baby Please Don't Go	1965
4208	1824	Gloria	1967
4209	1824	Here Comes The Night	1965
4210	1824	It's All Over Now, Baby Blue	1966
4211	1825	Diane	1995
4212	1826	Boys Are Back In Town	1976
4213	1826	STILL IN LOVE WITH YOU	1974
4214	1826	Whisky In The Jar	1973
4215	1827	Now That We Found Love	1979
4216	1827	Try Jah Love	1982
4217	1828	I Scare Myself	1984
4218	1829	Dirty Ol' Man	1973
4219	1829	Runner	1979
4220	1829	When I Will See You Again	1974
4221	1830	Mama Told Me Not To Come	1970
4222	1831	Something In The Air	1969
4223	1832	Little Bird	1967
4224	1833	Pleasant Street	1968
4225	1834	Fraction Too Much Friction	1984
4226	1835	How Can We Hang On To A Dream	1967
4227	1835	Simple Song Of Freedom	1970
4228	1836	Apologize	2008
4229	1837	I'm Specialized In You	1983
4230	1837	Listen To The Man With The Golden Voice	1983
4231	1838	Hurt	1961
4232	1839	Why Can't We Live Together	1973
4233	1840	I Love To Love	1976
4234	1841	Let's Stay Together	1983
4235	1841	Private Dancer	1984
4236	1841	The Best	1989
4237	1841	We Don't Need Another Hero	1985
4238	1841	What's Love Got To Do With It	1984
4239	1842	Tonight (live)	1988
4240	1843	Big City	1978
4241	1844	Funkin' For Jamaica	1981
4242	1845	Delilah	1968
4243	1845	Green Green Grass Of Home	1966
4244	1845	It's Not Unusual	1965
4245	1846	Kiss	1988
4246	1847	Sex Bomb	1999
4247	1848	Another Love	2012
4248	1848	Grow Old With Me	2013
4249	1849	A Face In The Crowd	1990
4250	1849	Free Fallin'	1989
4251	1849	I Won't Back Down	1989
4252	1849	Into The Great Wide Open	1992
4253	1849	Refugee	1980
4254	1850	Learning To Fly	1991
4255	1850	Mary Jane's Last Dance	1993
4256	1851	IN THE NEIGHBORHOUD	1983
4257	1851	Tom Traubert's Blues	1976
4258	1852	Leave A Light On	2018
4259	1853	On The Sunny Side Of The Street	1944
4260	1854	Crimson & Clover	1969
4261	1855	Sheila	1962
4262	1856	Dance Monkey	2019
4263	1857	Unbreak My Heart	1996
4264	1858	Is This The Way To Amarillo	1971
4265	1859	Help (Get Me Some help)	1971
4266	1860	24 Rozen	1967
4267	1860	Mien Waar Is M'n Feestneus	1968
4268	1861	Stiekem Gedanst	1983
4269	1862	Bluesette	1978
4270	1863	Cornflake Girl	1994
4271	1863	Winter	1992
4272	1864	Telstar	1962
4273	1865	Somebody Else's Lover	1996
4274	1866	99	1980
4275	1866	Africa	1982
4276	1866	Hold The Line	1979
4277	1866	I'll Be Over You	1986
4278	1866	Mushanga	1988
4279	1866	Pamela	1988
4280	1866	Rosanna	1982
4281	1866	Stop Loving You	1988
4282	1867	L Italiano	1983
4283	1868	Gente Di Mare	1987
4284	1870	Breakaway	1983
4285	1871	Baby Can I Hold You	1988
4286	1871	Fast Car	1988
4287	1871	Talkin''Bout A Revolution	1988
4288	1872	A Hole In My Shoe	1967
4289	1873	50 Ways To Say Goodbye	2012
4290	1873	Bruises	2012
4291	1873	Drive By	2012
4292	1873	Drops Of Jupiter	2001
4293	1873	Hey Soul Sister	2010
4294	1874	Handle With Care	1988
4295	1875	I Follow Rivers	2012
4296	1876	Better Think Twice	2012
4297	1876	De Zee	1996
4298	1876	Do You Know The Way To San José?	2007
4299	1876	Knocked Out	2012
4300	1876	Nu Dat Jij Er Bent	2003
4301	1876	That's What Friends Are For	2007
4302	1877	If I Had A Hammer	1963
4303	1877	La Bamba	1963
4304	1878	002 345 709 That's My Number	1976
4305	1879	Danse De Zorba	1965
4306	1880	Waterfall	1978
4307	1881	Met Hart En Ziel	1990
4308	1882	Vanmorgen Vloog Ze Nog	1988
4309	1883	Somewhere Between	1975
4310	1884	Wer Bisto	2000
4311	1885	Heathens	2016
4312	1885	Stressed Out	2016
4313	1886	Sitting On A Fence	1966
4314	1886	True Story	1966
4315	1887	Hemel Valt	2015
4316	1887	Zandloper	2014
4317	1888	All I Want Is You	1988
4318	1888	Angel Of Harlem	1988
4319	1888	Bad	1984
4320	1888	Beautiful Day	2000
4321	1888	Bullet The Blue Sky	1987
4322	1888	City Of Blinding Lights	2005
4323	1888	Elevation	2001
4324	1888	Every Breaking Wave	2014
4325	1888	Gloria (live)	1983
4326	1888	I Still Haven't Found What I'm Looking For	1987
4327	1888	I Will Follow (live)	1982
4328	1888	Magnificent	2009
4329	1888	Mysterious Ways	1991
4330	1888	New Year's Day	1983
4331	1888	One	1992
4332	1888	Ordinary Love	2013
4333	1888	Pride (In The Name Of Love)	1984
4334	1888	Running To Stand Still	1987
4335	1888	Sometimes You Can't Make It On Your Own	2004
4336	1888	Stay (So Close Far Away)	1993
4337	1888	Stuck In A Moment	2000
4338	1888	Sunday Bloody Sunday	1985
4339	1888	Sweetest Thing	1998
4340	1888	The Saints Are Coming	2006
4341	1888	The Unforgettable Fire	1984
4342	1888	Vertigo	2004
4343	1888	Walk On	2000
4344	1888	Where The Streets Have No Name	1987
4345	1888	With Or Without You	1987
4346	1889	When Love Comes To Town	1989
4347	1890	One	2006
4348	1891	Can't Help Falling In Love	1993
4349	1891	Food For Thought	1983
4350	1891	Kingston Town	1990
4351	1891	Red Red Wine	1983
4352	1891	Sing Our Own Song	1986
4353	1892	I Got You Babe	1985
4354	1893	Rendez-Vous 6:02	1979
4355	1894	Dancing With Tears In My Eyes	1984
4356	1894	Vienna	1981
4357	1895	Gloria	1979
4358	1895	Ti Amo	1978
4359	1896	Born Slippy	1996
4360	1897	Concrete And Clay	1965
4361	1898	The Last Seven Days	1969
4362	1899	Easy Livin'	1973
4363	1900	We Are The World	1985
4364	1901	Het Kleine Cafe Aan De Haven	1976
4365	1902	Gaia	1993
4366	1903	Laat Het Los	1996
4367	1903	Meer Dan Een Ander	1994
4368	1903	Stil In Mij	1994
4369	1903	Wanhoop Niet	2007
4370	1904	Jump	1984
4371	1904	Runnin' With The Devil	1980
4372	1904	Why Can't This Be Love	1987
4373	1905	The Hustle	1975
4374	1906	Bright Side Of The Road	1979
4375	1906	Brown Eyed Girl	1967
4376	1906	Have I Told You Lately (That I Love You)	1989
4377	1906	Into The Mystic	1970
4378	1906	Moondance	1970
4379	1907	Calling Out	2003
4380	1908	Baby Get Higher	2006
4381	1908	Love Song	2009
4382	1908	When Summer Ends	2008
4383	1909	Burning Heart	1983
4384	1910	A Thousand Miles	2002
4385	1911	Big Yellow Taxi	2002
4386	1912	Save The Best For Last	1992
4387	1913	Chariots Of Fire	1982
4388	1913	Conquest Of Paradise	1995
4389	1914	Heading For A Fall	1992
4390	1914	Nah Neh Nah	1990
4391	1914	What's A Woman	1990
4392	1915	Ik Wou Dat Ik Jou Was	2003
4393	1916	Sweet Jane	1974
4394	1917	The Family Tree	1999
4395	1918	We'll Meet Again	1939
4396	1919	What Kind Of Dance Is This	1977
4397	1920	Stay With Me Till The Morning	1986
4398	1921	Turn The Beat Around	1976
4399	1922	Apres Toi	1972
4400	1923	Y.M.C.A.	1978
4401	1924	If You Could Read My Mind	1981
4402	1925	Fade To Grey	1981
4403	1926	Rosalyn	1982
4404	1927	Een Kopje Koffie	1987
4405	1927	Suzanne	1983
4406	1928	Lola Montez	2013
4407	1928	Sad Mans Tongue	2007
4408	1929	Afscheid	1998
4409	1929	Hou Me Vast	1998
4410	1930	Mozart Symphony Nr 40	1971
4411	1931	Shut Up And Dance	2014
4412	1932	Daydream	1969
4413	1933	Let's dance	1977
4414	1933	Miss Wonderful	1974
4415	1934	Thinking Of A Place	2017
4416	1935	Birds And Bees	1967
4417	1936	Bridge To Your Heart	1987
4418	1937	Outlaw In 'Em	2018
4419	1937	Wicked Way	2009
4420	1938	A Groovy Kind Of Love	1966
4421	1939	It's Raining Men	1983
4422	1940	Buddy Holly	1994
4423	1941	Alane	1997
4424	1942	Maria	1961
4425	1943	Angel Eyes	1988
4426	1943	Goodnight Girl	1992
4427	1943	Love Is All Around	1994
4428	1944	Club Tropicana	1983
4429	1944	Freedom	1984
4430	1944	I'm Your Man	1985
4431	1944	Last Christmas	1984
4432	1944	Wake Me Up Before You Go-Go	1984
4433	1945	I Was Kaiser Bills Batman	1967
4434	1946	FAREWELL TO THE FAIRGROUND	2009
4435	1946	Time To Give	2018
4436	1947	When You Are A King	1971
4437	1948	Versailles	1981
4438	1949	Here i go again	1987
4439	1949	Is This Love	1987
4440	1950	All At Once	1985
4441	1950	Greatest Love Of All	1986
4442	1950	How Will I Know	1986
4443	1950	I Have Nothing	1993
4444	1950	I Wanna Dance With Somebody	1987
4445	1950	I Will Always Love You	1992
4446	1950	One Moment In Time	1988
4447	1951	Play That Funky Music	1976
4448	1952	Lion In The Morning Sun	2012
4449	1953	Ik Ben Zo Eenzaam Zonder Jou	1963
4450	1954	Samen Zijn	1987
4451	1954	Spiegelbeeld	1963
4452	1954	Telkens Weer	1975
4453	1955	Always On My Mind	1984
4454	1956	To All The Girls I've Loved Before	1984
4455	1958	De Glimlach Van Een Kind	1968
4456	1957	Land Of A 1000 Dances	1966
4457	1959	Het Dorp	1974
4458	1959	Margootje	1965
4459	1959	Tearoom Tango	1966
4460	1960	Harborlight	1977
4461	1961	Jet	1974
4462	1961	Live And Let Die	1973
4463	1961	Maybe I'm Amazed	1977
4464	1961	Mull Of Kintyre	1977
4465	1961	My Love	1973
4466	1961	Silly Love Songs	1976
4467	1962	Faster	2011
4468	1962	Ice Queen	2001
4469	1962	Mother Earth	2002
4470	1962	Stand My Ground	2004
4471	1963	Woman	2005
4472	1964	Teardrops	1988
4473	1965	I Lie And I Cheat	1988
4474	1966	Follow The Sun	2015
4475	1967	Making Plans For Nigel	1979
4476	1967	Senses Working Overtime	1982
4477	1968	Comptine D'un Autre Été	2001
4478	1969	Don't Stop The Music	1981
4479	1970	Don't Go	1982
4480	1971	Close To The Edge	1972
4481	1971	I've Seen All Good People	1971
4482	1971	Owner Of A Lonely Heart	1983
4483	1971	Roundabout	1972
4484	1971	Yours Is No Disgrace	1971
4485	1972	Long Way Back	2016
4486	1973	Flappie	1981
4487	1974	7 Seconds	1994
4488	1975	If I Can't Have You	1978
4489	1976	In The Year 2525	1969
4490	1977	Mexico	1969
4491	1978	Hair	1968
4492	1979	Durgerdam Slaapt	2002
4493	1980	Baila (Sexy Thing)	2001
4494	1980	Cosi Celeste	1997
4495	1980	Diamante	1986
4496	1980	Il Volo	1996
4497	1980	Senza Una Donna	1988
4498	1981	Ik Heb Genoeg Van Jou	1965
4499	1981	La Comparsa	1964
4500	1982	Gimme All Your Lovin'	1984
4501	1982	LA Grange	1973
4502	1982	Legs	1985
4503	1982	Sharp Dressed Man	1985
